         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q5SHJ9,      45.50,  0.4665713,      38.86,  0.4652258,      32.70,  0.3320521,       3.79,  0.1835669,       0.00,  0.1766096,      37.44,  0.3781327,      25.59,  0.3336928, -0.0654897, -0.2112782,   211
         Q5SHJ8,      68.22,  0.5875356,      36.43,  0.4514152,      41.09,  0.4597686,      10.85,  0.2075247,       0.00,  0.2226749,      32.56,  0.4336795,      13.95,  0.3171384, -0.1882109, -0.2880612,   129
         Q5SHJ6,      43.59,  0.3663989,      37.18,  0.3664575,      29.49,  0.3504646,      10.26,  0.1408051,       0.00,  0.0638280,      33.33,  0.3793451,      10.26,  0.2194724,  0.0334350, -0.1723868,    78
         Q5SHJ4,      30.43,  0.3524072,      24.64,  0.3771574,       0.00,  0.2429684,       5.07,  0.2449167,       2.17,  0.2578467,       8.70,  0.2683522,       2.90,  0.2501133,  0.0489310, -0.2474286,   138
         Q5SHJ3,      76.47,  0.6422887,      20.59,  0.4089247,      19.12,  0.3545605,      20.59,  0.3258942,       1.47,  0.3259143,      38.24,  0.4590330,      11.76,  0.3603425, -0.2426398, -0.1702549,    68
         Q5SHJ2,      49.15,  0.4750647,      37.71,  0.4195489,      36.44,  0.3866427,       3.81,  0.2317589,      10.17,  0.2634698,      13.14,  0.3125534,       5.08,  0.2837327, -0.0753167, -0.2566340,   236
         Q5SHJ1,      41.01,  0.4341761,      30.90,  0.4393679,      51.69,  0.5076334,       4.49,  0.2065921,       0.00,  0.2002921,      17.98,  0.3196311,      18.54,  0.3512821, -0.0332463, -0.1228386,   178
         Q5SHI9,      25.15,  0.2426087,      22.75,  0.2831337,      23.65,  0.2686652,       3.89,  0.0838768,       0.30,  0.0605166,      11.98,  0.2202244,      15.57,  0.1931708,  0.1501437, -0.4946556,   334
         Q5SHI6,      37.10,  0.4379378,      32.58,  0.4277016,      37.10,  0.3820070,      14.48,  0.3039909,      15.38,  0.3402458,      17.19,  0.3086687,       9.95,  0.3030910, -0.0367009, -0.1995031,   221
         Q5SHI5,      30.94,  0.3898604,      14.39,  0.3383114,       0.00,  0.2289959,       6.47,  0.2138173,       0.00,  0.1581244,      10.07,  0.2683369,       1.44,  0.2280750,  0.0109944, -0.2055327,   139
         Q5SHI0,      37.98,  0.4097442,      21.66,  0.3568659,      17.51,  0.3028092,       3.56,  0.1780840,       0.00,  0.1877752,       7.42,  0.2444823,       1.78,  0.2294920, -0.0097174, -0.1952946,   337
         Q5SHH9,      27.11,  0.3521654,       6.33,  0.2845491,       2.41,  0.2468182,       1.51,  0.1435747,       0.00,  0.1369820,       6.02,  0.1874509,       0.30,  0.1841204,  0.0447185, -0.2003472,   332
         Q5SHH8,      25.29,  0.3558439,      33.24,  0.3988011,      23.82,  0.3032217,       5.59,  0.1878453,       6.18,  0.2060078,      15.88,  0.2664718,       5.88,  0.2358283,  0.0438308, -0.2134453,   340
         Q5SHH7,      43.83,  0.4282183,      21.78,  0.3753285,      15.49,  0.3591269,       1.84,  0.1434024,       0.26,  0.1596641,      10.50,  0.2636436,       1.31,  0.2283762, -0.0301629, -0.2491724,   381
         Q5SHH6,       8.21,  0.1643642,       5.97,  0.2128571,       0.00,  0.1258473,       0.00,  0.0588533,       0.00,  0.0372870,       8.21,  0.1744737,       0.00,  0.1079725,  0.2300337, -0.3563872,   268
         Q5SHH4,      77.61,  0.5845136,      56.72,  0.5523955,      76.12,  0.6306432,      14.93,  0.2904358,       0.00,  0.2414622,      46.27,  0.5420374,      35.82,  0.4735813, -0.1809738, -0.0515777,    67
         Q5SHH2,      63.01,  0.5780039,      49.49,  0.5264186,      51.02,  0.5075657,      25.77,  0.2967163,      27.04,  0.3554272,      30.61,  0.4097701,      30.10,  0.4456502, -0.1756605, -0.1417431,   392
         Q5SHH1,      28.70,  0.3673428,      32.41,  0.4577101,      19.44,  0.3919398,      15.74,  0.2898926,      11.11,  0.2753232,      29.63,  0.3569629,      19.44,  0.3565287,  0.0312981, -0.2589381,   108
         Q5SHH0,       4.82,  0.0965185,       5.12,  0.1640316,       0.00,  0.1216824,       1.20,  0.0185292,       0.00,  0.0072485,       6.63,  0.1535453,       1.20,  0.0733122,  0.2917064, -0.5071438,   332
         Q5SHG9,      43.51,  0.4083525,      20.78,  0.3642108,      16.23,  0.2781172,      11.04,  0.2684091,       3.25,  0.2462552,      14.94,  0.2714865,       4.55,  0.2597858, -0.0080236, -0.1269710,   154
         Q5SHG8,      14.53,  0.1952332,      16.28,  0.2878423,      12.79,  0.2291200,       2.33,  0.1040523,       0.00,  0.0620939,      14.53,  0.2340791,       3.49,  0.1472168,  0.1966728, -0.3223498,   172
         Q5SHG7,      11.38,  0.1221140,       7.14,  0.1525687,       5.13,  0.1601271,       3.12,  0.0496634,       0.00,  0.0278977,       6.70,  0.1431525,       4.24,  0.1092539,  0.2650282, -0.3846632,   448
         Q5SHG6,      34.36,  0.3891498,      32.88,  0.4364583,      30.48,  0.3927760,       4.34,  0.2072140,       6.28,  0.2519780,      11.64,  0.2540750,      13.81,  0.3219419,  0.0108454, -0.1848257,   876
         Q5SHG5,      12.26,  0.2160141,      14.15,  0.3293328,       5.66,  0.2602286,       3.30,  0.1579717,       0.00,  0.1577052,      10.85,  0.2097580,       0.47,  0.1784637,  0.1795161, -0.1686705,   212
         Q5SHG4,      44.14,  0.4590557,      38.59,  0.4323121,      55.01,  0.4642730,      10.02,  0.2262603,       9.17,  0.2656546,      11.30,  0.3128899,      18.12,  0.3600744, -0.0585858, -0.1882354,   469
         Q5SHG1,      65.85,  0.5774506,      56.10,  0.5384492,      85.37,  0.6319874,      14.63,  0.3320106,       9.76,  0.3752310,      28.46,  0.4390224,      15.45,  0.3770274, -0.1766965, -0.1963877,   123
         Q5SHG0,      48.49,  0.4491422,      31.44,  0.4261418,      38.80,  0.4059121,       5.02,  0.2462927,       3.68,  0.2652469,      17.73,  0.3113298,       9.03,  0.2830256, -0.0513477, -0.1336230,   299
         Q5SHF9,      53.66,  0.5059909,      39.72,  0.4492698,      45.39,  0.4428881,       3.78,  0.2225460,       1.42,  0.2576630,      10.40,  0.3186969,       3.07,  0.2923612, -0.1051085, -0.2335900,   423
         Q5SHF8,      38.71,  0.4250837,      22.04,  0.3404934,      16.13,  0.2638546,      14.52,  0.2297656,       7.53,  0.2405328,       6.99,  0.2248590,       2.15,  0.2434558, -0.0223757, -0.1730958,   186
         Q5SHF7,      52.79,  0.5263894,      24.59,  0.3877973,      10.82,  0.3173909,       2.95,  0.2552156,       2.30,  0.2943576,       8.52,  0.2694449,      11.15,  0.3417661, -0.1263886, -0.2128318,   305
         Q5SHF6,      31.79,  0.3632350,      18.48,  0.3479753,       9.51,  0.2718484,       4.89,  0.2028902,       2.17,  0.2116023,       6.79,  0.2284273,       4.08,  0.2709963,  0.0370198, -0.2194312,   368
         Q5SHF4,      83.33,  0.7468764,     100.00,  0.9725865,     100.00,  0.9347371,      97.06,  0.8327745,     100.00,  0.9364004,     100.00,  0.9081272,     100.00,  0.8885838, -0.3448457,  0.1994804,   102
         Q5SHF2,      38.90,  0.4153408,      13.97,  0.3287395,       2.74,  0.2468278,       1.37,  0.1598685,       1.92,  0.1720585,       9.32,  0.2290596,       1.92,  0.2175112, -0.0148053, -0.2737887,   365
         Q5SHF1,      59.12,  0.5562882,      49.06,  0.5145546,      40.88,  0.4863171,      15.72,  0.3059233,      12.58,  0.3380436,      28.93,  0.4168833,      14.47,  0.3552820, -0.1560184, -0.0942275,   159
         Q5SHE4,      37.37,  0.3726990,      23.41,  0.3838018,      29.16,  0.3770744,       1.64,  0.2031340,       1.03,  0.2158081,       3.29,  0.2391573,       0.00,  0.2357667,  0.0268720, -0.2447858,   487
         Q5SHE3,      65.36,  0.6335511,      64.05,  0.6574764,      61.44,  0.6146527,      53.59,  0.4804263,      61.11,  0.5807219,      64.38,  0.5882966,      63.07,  0.5925208, -0.2348783, -0.1307618,   306
         Q5SHE2,      58.72,  0.5393093,      44.04,  0.4852172,      57.80,  0.4652773,      11.01,  0.3137486,       3.67,  0.3216612,      28.44,  0.3984679,       9.17,  0.3430674, -0.1352666, -0.1526651,   109
         Q5SHD9,      48.65,  0.4780410,      31.35,  0.4309762,      30.27,  0.3998865,       4.86,  0.2122303,       0.00,  0.2180783,      16.76,  0.3379083,       3.78,  0.2795389, -0.0769601, -0.1281227,   185
         Q5SHD8,       8.26,  0.1409688,       9.17,  0.2136139,       0.00,  0.0498263,       5.50,  0.0812413,       0.00,  0.0349927,      13.76,  0.2026844,       2.75,  0.1122502,  0.2514306, -0.4241692,   109
         Q5SHD7,      64.81,  0.6052346,      31.48,  0.4176565,      21.30,  0.3873554,      23.15,  0.2767166,      17.59,  0.2563845,      38.89,  0.4487729,      23.15,  0.3341276, -0.2043500, -0.1249459,   108
         Q5SHD5,      44.93,  0.5082865,      42.03,  0.4751694,      57.97,  0.5115904,       6.52,  0.2825239,       2.17,  0.2596653,      15.94,  0.3308750,       3.62,  0.3094199, -0.1083154, -0.1929314,   138
         Q5SHD3,      55.99,  0.5088037,      45.62,  0.4657339,      34.33,  0.4199032,      10.83,  0.2596795,      13.59,  0.3113370,      17.51,  0.3377260,      24.88,  0.3838639, -0.1088196, -0.2374967,   434
         Q5SHD2,      19.70,  0.2694967,       7.32,  0.2180804,       6.57,  0.1940613,       0.25,  0.0278088,       0.00,  0.0262710,       7.07,  0.1996197,       0.25,  0.1235461,  0.1268790, -0.5304530,   396
         Q5SHD1,      35.05,  0.3972543,      20.62,  0.3692344,      18.04,  0.3320448,       4.64,  0.1757294,       0.00,  0.1853782,      14.43,  0.2725596,       2.58,  0.2333594,  0.0017734, -0.1352397,   194
         Q5SHD0,      23.35,  0.2958315,      19.23,  0.3379633,      17.03,  0.2924606,       3.85,  0.1617492,       3.85,  0.1650332,       9.34,  0.2127349,       6.04,  0.2442954,  0.1018415, -0.2587082,   364
         Q5SHC8,      93.65,  0.7598571,     100.00,  0.7970188,     100.00,  0.8267616,      61.90,  0.5753778,      73.02,  0.5337695,      92.06,  0.8150994,     100.00,  0.7179808, -0.3544161,  0.0766780,    63
         Q5SHC6,      47.20,  0.4867698,      15.20,  0.3351413,      16.80,  0.3494018,      12.80,  0.2191328,       7.20,  0.2369455,      19.20,  0.3423281,      12.00,  0.2700530, -0.0890574, -0.2993176,   125
         Q5SHC5,      37.50,  0.4100589,      19.64,  0.3434405,      18.75,  0.3278500,       9.82,  0.1773152,       6.25,  0.1704586,      24.11,  0.3124231,      14.29,  0.2902577, -0.0077396, -0.2076198,   112
         Q5SHC3,      10.08,  0.1641258,       4.64,  0.1850051,       0.00,  0.1593731,       0.20,  0.0168193,       0.00,  0.0129367,       5.04,  0.1527511,       0.40,  0.0886063,  0.2296740, -0.5358190,   496
         Q5SHC2,      13.66,  0.2477527,      16.86,  0.3118575,       2.91,  0.1951182,       2.62,  0.1589602,       2.33,  0.1654390,       5.81,  0.1827971,       2.62,  0.1778010,  0.1520508, -0.2055653,   344
         Q5SHC1,      26.57,  0.3382885,      18.53,  0.3297508,      16.43,  0.3129915,       4.90,  0.1762108,       1.75,  0.1503595,       7.69,  0.2299039,       3.50,  0.2040856,  0.0622811, -0.2017815,   286
         Q5SHC0,      34.18,  0.4188997,      22.78,  0.3192042,       0.00,  0.2561762,      13.92,  0.1846519,       2.53,  0.1424741,      34.18,  0.3706764,       7.59,  0.2393177, -0.0198271, -0.2679741,    79
         Q5SHB9,      34.00,  0.3860240,      19.00,  0.3888813,      19.00,  0.3544164,       4.00,  0.2199670,       0.50,  0.2419943,      10.50,  0.2485541,       2.50,  0.2475701,  0.0137426, -0.2538440,   200
         Q5SHB6,      61.50,  0.5591050,      68.08,  0.5825958,      77.93,  0.6721649,      10.80,  0.3042794,      10.80,  0.3151187,      38.97,  0.4639488,      47.42,  0.4828689, -0.1578255, -0.1842861,   213
         Q5SHB0,      67.01,  0.5998796,      37.06,  0.4671075,      39.59,  0.4639979,       6.35,  0.2668379,       7.61,  0.3170183,      15.74,  0.3439545,       7.87,  0.3324663, -0.1976077, -0.2068204,   394
         Q5SHA9,      39.08,  0.4094003,      28.74,  0.3916731,      28.35,  0.3718490,       4.60,  0.1949200,       0.77,  0.1864383,      10.73,  0.2809536,       4.98,  0.2438975, -0.0077823, -0.2402644,   261
         Q5SHA8,       8.88,  0.1351074,       7.16,  0.1939389,       0.00,  0.1277121,       0.57,  0.0326089,       0.00,  0.0210397,       6.02,  0.1586239,       0.57,  0.0902198,  0.2561150, -0.5040435,   349
         Q5SHA7,      45.67,  0.4713855,      28.85,  0.3970001,      27.88,  0.3578060,       1.44,  0.2037630,       0.00,  0.2229114,       9.62,  0.2858421,       0.00,  0.2634837, -0.0713728, -0.2478482,   208
         Q5SHA6,      39.29,  0.4159973,      16.48,  0.3511298,      11.54,  0.2883477,       2.20,  0.1486412,       0.00,  0.1563957,       7.42,  0.2305074,       1.37,  0.2171119, -0.0153288, -0.1784427,   364
         Q5SHA5,      48.52,  0.5081698,      73.84,  0.5829225,      86.50,  0.6350241,       3.38,  0.2125827,       1.27,  0.2426727,      19.83,  0.3934292,       2.11,  0.3232963, -0.1071688, -0.1935418,   237
         Q5SHA4,      15.15,  0.2416619,       1.82,  0.2600990,       0.00,  0.1762492,       0.00,  0.0484151,       0.00,  0.0357967,       8.48,  0.2079540,       0.00,  0.1323211,  0.1584698, -0.4250042,   165
         Q5SHA3,       4.98,  0.0858292,       4.27,  0.1540698,       0.00,  0.0888722,       0.71,  0.0224306,       0.00,  0.0107598,       8.54,  0.1471108,       1.42,  0.0700334,  0.3038564, -0.4835406,   281
         Q5SHA0,       5.29,  0.1373956,       4.41,  0.2225705,       0.00,  0.1359824,       0.88,  0.0388489,       0.00,  0.0244182,       8.81,  0.1947887,       0.88,  0.1030037,  0.2556985, -0.4452699,   227
         Q5SH98,      19.15,  0.3430412,      30.85,  0.3385321,      17.02,  0.3203478,      10.64,  0.2010894,       0.00,  0.1107867,      28.72,  0.3358947,       6.38,  0.2215574,  0.0613809, -0.1409132,    94
         Q5SH97,      27.37,  0.3197882,      18.16,  0.2933990,      17.37,  0.2934054,       3.16,  0.1207397,       1.84,  0.1144455,       3.42,  0.2167064,       0.00,  0.1775131,  0.0774531, -0.4550524,   380
         Q5SH96,      29.52,  0.3490693,      26.87,  0.3680766,      22.03,  0.2996513,       7.05,  0.2051859,       3.52,  0.2160178,      11.89,  0.2714923,       5.73,  0.2349737,  0.0497514, -0.2382764,   227
         Q5SH95,      41.99,  0.4022608,      12.87,  0.3365345,       5.42,  0.2710070,       5.87,  0.2044474,       3.84,  0.2444151,       6.77,  0.2196287,       9.03,  0.2797156, -0.0039414, -0.2358716,   443
         Q5SH93,      54.25,  0.5279532,      64.05,  0.5680956,      68.95,  0.5434259,       5.99,  0.2372495,       7.52,  0.2840405,      15.25,  0.3440499,      26.58,  0.4174691, -0.1276343, -0.1686902,   918
         Q5SH92,      25.20,  0.3039787,      14.40,  0.3082599,       5.60,  0.1962560,       3.60,  0.1703200,       0.00,  0.1665015,       7.60,  0.2071134,       2.80,  0.1926955,  0.0963426, -0.1938296,   250
         Q5SH91,      34.40,  0.3685038,      11.54,  0.3298788,       9.40,  0.2560048,       3.63,  0.2029103,       1.92,  0.2185445,       6.41,  0.2129156,       2.14,  0.2221255,  0.0304435, -0.1207291,   468
         Q5SH90,      21.58,  0.3024166,      18.79,  0.3754863,      11.83,  0.2912347,       1.86,  0.2049663,       1.62,  0.2359284,       5.57,  0.2083986,       2.32,  0.2211994,  0.0967403, -0.1771149,   431
         Q5SH89,      51.00,  0.4978834,      38.00,  0.4266607,      38.00,  0.4014021,      14.00,  0.3562310,      11.00,  0.3384083,      23.00,  0.3541461,       3.00,  0.3288883, -0.0967574, -0.1395428,   100
         Q5SH84,      22.56,  0.3045883,      22.56,  0.3308619,      16.54,  0.2609621,       7.52,  0.1565880,       0.00,  0.1150823,      21.05,  0.2738138,       8.27,  0.1968224,  0.0975470, -0.2597503,   133
         Q5SH83,      37.00,  0.4332860,      50.80,  0.4773113,      39.52,  0.4549244,       2.65,  0.1721906,       0.66,  0.1901427,       6.50,  0.2635083,       1.19,  0.2560732, -0.0323476, -0.2176320,   754
         Q5SH82,      32.94,  0.3479484,      30.59,  0.3856426,      18.59,  0.2925691,      13.18,  0.2458063,      14.59,  0.2809986,      18.82,  0.3015484,      19.06,  0.3090855,  0.0506837, -0.2362395,   425
         Q5SH81,      29.03,  0.3649841,      42.80,  0.4668472,      51.48,  0.4789487,       4.87,  0.2623211,       7.20,  0.2877573,       9.32,  0.2631104,       1.91,  0.2741701,  0.0358061, -0.2175067,   472
         Q5SH80,      30.36,  0.3673767,      21.86,  0.4076788,      18.62,  0.2672758,      13.36,  0.2917883,      16.60,  0.3319418,      18.22,  0.2783830,      16.60,  0.3240740,  0.0328276, -0.1937960,   247
         Q5SH79,      11.40,  0.2183437,       6.14,  0.2261288,       0.00,  0.1856410,       0.88,  0.0628149,       0.00,  0.0298426,      12.28,  0.2165203,       0.88,  0.1256084,  0.1805671, -0.4013555,   114
         Q5SH78,      41.21,  0.4249703,      20.60,  0.3704209,       7.64,  0.2999889,       3.37,  0.1803370,       1.95,  0.1905209,       6.93,  0.2361573,       7.10,  0.2837325, -0.0251455, -0.1461905,   563
         Q5SH77,      50.00,  0.4763412,      44.00,  0.4620858,      32.67,  0.4020262,      10.67,  0.2807867,      10.67,  0.3121989,      18.67,  0.3229035,      10.00,  0.3090526, -0.0762574, -0.1412373,   150
         Q5SH75,       6.13,  0.1137760,       5.46,  0.1797475,       0.17,  0.0858961,       0.99,  0.0289177,       0.00,  0.0199549,       4.14,  0.1352475,       1.49,  0.0796073,  0.2780605, -0.4614162,   604
         Q5SH74,       7.17,  0.1547987,       8.79,  0.1964675,       0.00,  0.1116102,       2.28,  0.0461674,       0.00,  0.0325308,       7.82,  0.1646062,       2.28,  0.0990951,  0.2376318, -0.5078067,   307
         Q5SH73,      27.06,  0.3086932,      14.12,  0.3381953,       0.00,  0.2824722,       7.06,  0.1254023,       0.00,  0.0573112,      27.06,  0.3294770,       4.71,  0.1931799,  0.0898602, -0.1448043,    85
         Q5SH72,      14.61,  0.1925066,      18.54,  0.3297015,      10.11,  0.2359373,       7.30,  0.2051713,       0.56,  0.1736764,      12.92,  0.2281567,       5.62,  0.1882021,  0.2041132, -0.1984954,   178
